id	content	info
A43B	CHARACTERISTIC FEATURES OF FOOTWEAR  PARTS OF FOOTWEAR	0
A43C	FASTENINGS OR ATTACHMENTS FOR FOOTWEAR  LACES IN GENERAL	0
A43D	MACHINES  TOOLS  EQUIPMENT OR METHODS FOR MANUFACTURING OR REPAIRING FOOTWEAR	1
A44B	BUTTONS  PINS  BUCKLES  SLIDE FASTENERS 	1
A44C	PERSONAL ADORNMENTS  e.g. JEWELLERY  COINS	1
A45B	WALKING STICKS	1
A45C	PURSES  LUGGAGE  HAND CARRIED BAGS	0
A45D	HAIRDRESSING OR SHAVING EQUIPMENT  EQUIPMENT FOR COSMETICS OR COSMETIC TREATMENTS  FOR MANICURING OR PEDICURING	0
A45F	TRAVELLING OR CAMP EQUIPMENT  SACKS OR PACKS CARRIED ON THE BODY	0
A46B	BRUSHES	1
A46D	MANUFACTURE OF BRUSHES	1
A47B	TABLES  DESKS  OFFICE FURNITURE  CABINETS  DRAWERS  GENERAL DETAILS OF FURNITURE 	1
A47C	CHAIRS   SOFAS  BEDS	1
A47D	FURNITURE SPECIALLY ADAPTED FOR CHILDREN	1
A47F	SPECIAL FURNITURE  FITTINGS  OR ACCESSORIES FOR SHOPS  STOREHOUSES  BARS  RESTAURANTS  OR THE LIKE  PAYING COUNTERS	0
A47G	HOUSEHOLD OR TABLE EQUIPMENT	0
A47H	FURNISHINGS FOR WINDOWS OR DOORS 	0
A47J	KITCHEN EQUIPMENT  COFFEE MILLS  SPICE MILLS  APPARATUS FOR MAKING BEVERAGES	0
A47K	SANITARY EQUIPMENT NOT OTHERWISE PROVIDED FOR 	1
A47L	DOMESTIC WASHING OR CLEANING 	1
A61B	DIAGNOSIS  SURGERY  IDENTIFICATION	1
A61C	DENTISTRY  APPARATUS OR METHODS FOR ORAL OR DENTAL HYGIENE 	1
A61D	VETERINARY INSTRUMENTS  IMPLEMENTS  TOOLS  OR METHODS	1
A61F	FILTERS IMPLANTABLE INTO BLOOD VESSELS  PROSTHESES  DEVICES PROVIDING PATENCY TO  OR PREVENTING COLLAPSING OF  TUBULAR STRUCTURES OF THE BODY  e.g. STENTS  ORTHOPAEDIC  NURSING OR CONTRACEPTIVE DEVICES  FOMENTATION  TREATMENT OR PROTECTION OF EYES OR EARS  BANDAGES  DRESSINGS OR ABSORBENT PADS  FIRST-AID KITS	0
A61G	TRANSPORT  PERSONAL CONVEYANCES  OR ACCOMMODATION SPECIALLY ADAPTED FOR PATIENTS OR DISABLED PERSONS (appliances for aiding patients or disabled persons to walk A61H3/00 )  OPERATING TABLES OR CHAIRS  CHAIRS FOR DENTISTRY  FUNERAL DEVICES 	0
A61H	PHYSICAL THERAPY APPARATUS  e.g. DEVICES FOR LOCATING OR STIMULATING REFLEX POINTS IN THE BODY  ARTIFICIAL RESPIRATION  MASSAGE  BATHING DEVICES FOR SPECIAL THERAPEUTIC OR HYGIENIC PURPOSES OR SPECIFIC PARTS OF THE BODY	0
A61J	CONTAINERS SPECIALLY ADAPTED FOR MEDICAL OR PHARMACEUTICAL PURPOSES  DEVICES OR METHODS SPECIALLY ADAPTED FOR BRINGING PHARMACEUTICAL PRODUCTS INTO PARTICULAR PHYSICAL OR ADMINISTERING FORMS  DEVICES FOR ADMINISTERING FOOD OR MEDICINES ORALLY  BABY COMFORTERS  DEVICES FOR RECEIVING SPITTLE	0
A61K	PREPARATIONS FOR MEDICAL  DENTAL  OR TOILET PURPOSES	0
A61L	METHODS OR APPARATUS FOR STERILISING MATERIALS OR OBJECTS IN GENERAL  DISINFECTION  STERILISATION  OR DEODORISATION OF AIR  CHEMICAL ASPECTS OF BANDAGES  DRESSINGS  ABSORBENT PADS  OR SURGICAL ARTICLES  MATERIALS FOR BANDAGES  DRESSINGS  ABSORBENT PADS  OR SURGICAL ARTICLES	0
A61M	DEVICES FOR INTRODUCING MEDIA INTO  OR ONTO  THE BODY	0
A61N	ELECTROTHERAPY  MAGNETOTHERAPY  RADIATION THERAPY  ULTRASOUND THERAPY	0
A61P	SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS	0
A61Q	SPECIFIC USE OF COSMETICS OR SIMILAR TOILET PREPARATIONS	0
A62B	DEVICES  APPARATUS OR METHODS FOR LIFE-SAVING 	0
A62C	FIRE-FIGHTING	0
A62D	CHEMICAL MEANS FOR EXTINGUISHING FIRES  PROCESSES FOR MAKING HARMFUL CHEMICAL SUBSTANCES HARMLESS  OR LESS HARMFUL  BY EFFECTING A CHEMICAL CHANGE  COMPOSITION OF MATERIALS FOR COVERINGS OR CLOTHING FOR PROTECTING AGAINST HARMFUL CHEMICAL AGENTS  COMPOSITION OF MATERIALS FOR TRANSPARENT PARTS OF GAS-MASKS  RESPIRATORS  BREATHING BAGS OR HELMETS  COMPOSITION OF CHEMICAL MATERIALS FOR USE IN BREATHING APPARATUS	1
A63B	APPARATUS FOR PHYSICAL TRAINING  GYMNASTICS  SWIMMING  CLIMBING  OR FENCING  BALL GAMES  TRAINING EQUIPMENT (apparatus for passive exercising  massage A61H )	1
A63C	SKATES  SKIS  ROLLER SKATES  DESIGN OR LAYOUT OF COURTS  RINKS OR THE LIKE	1
A63D	BOWLING GAMES  e.g. SKITTLES  BOCCE OR BOWLS  INSTALLATIONS THEREFOR  BAGATELLE OR SIMILAR GAMES  BILLIARDS	1
A63F	CARD  BOARD OR ROULETTE GAMES  INDOOR GAMES USING SMALL MOVING PLAYING BODIES  VIDEO GAMES  GAMES NOT OTHERWISE PROVIDED FOR	1
A63G	MERRY-GO-ROUNDS  SWINGS  ROCKING-HORSES  CHUTES  SWITCHBACKS  SIMILAR DEVICES FOR PUBLIC AMUSEMENT	1
A63H	TOYS  e.g. TOPS  DOLLS  HOOPS OR BUILDING BLOCKS	1
A63J	DEVICES FOR THEATRES  CIRCUSES  OR THE LIKE  CONJURING APPLIANCES OR THE LIKE	1
A63K	RACING  RIDING SPORTS  EQUIPMENT OR ACCESSORIES THEREFOR 	0
A99Z	SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION	0
B01B	BOILING  BOILING APPARATUS	0
B01D	SEPARATION	0
B01F	MIXING  e.g. DISSOLVING  EMULSIFYING OR DISPERSING 	0
B01J	CHEMICAL OR PHYSICAL PROCESSES  e.g. CATALYSIS OR COLLOID CHEMISTRY  THEIR RELEVANT APPARATUS	0
B01L	CHEMICAL OR PHYSICAL LABORATORY APPARATUS FOR GENERAL USE	0
B02B	PREPARING GRAIN FOR MILLING  REFINING GRANULAR FRUIT TO COMMERCIAL PRODUCTS BY WORKING THE SURFACE 	0
B02C	CRUSHING  PULVERISING  OR DISINTEGRATING IN GENERAL  MILLING GRAIN 	1
B03B	SEPARATING SOLID MATERIALS USING LIQUIDS OR USING PNEUMATIC TABLES OR JIGS 	0
B03C	MAGNETIC OR ELECTROSTATIC SEPARATION OF SOLID MATERIALS FROM SOLID MATERIALS OR FLUIDS  SEPARATION BY HIGH-VOLTAGE ELECTRIC FIELDS	1
B03D	FLOTATION  DIFFERENTIAL SEDIMENTATION 	0
B04B	CENTRIFUGES 	1
B04C	APPARATUS USING FREE VORTEX FLOW  e.g. CYCLONES 	0
B05B	SPRAYING APPARATUS  ATOMISING APPARATUS  NOZZLES 	1
B05C	APPARATUS FOR APPLYING FLUENT MATERIALS TO SURFACES  IN GENERAL 	0
B05D	PROCESSES FOR APPLYING FLUENT MATERIALS TO SURFACES  IN GENERAL 	1
B06B	GENERATING OR TRANSMITTING MECHANICAL VIBRATIONS IN GENERAL	1
B07B	SEPARATING SOLIDS FROM SOLIDS BY SIEVING  SCREENING  SIFTING OR BY USING GAS CURRENTS  SEPARATING BY OTHER DRY METHODS APPLICABLE TO BULK MATERIAL  e.g. LOOSE ARTICLES FIT TO BE HANDLED LIKE BULK MATERIAL	1
B07C	POSTAL SORTING  SORTING INDIVIDUAL ARTICLES  OR BULK MATERIAL FIT TO BE SORTED PIECE-MEAL  e.g. BY PICKING	0
B08B	CLEANING IN GENERAL  PREVENTION OF FOULING IN GENERAL	0
B09B	DISPOSAL OF SOLID WASTE	0
B09C	RECLAMATION OF CONTAMINATED SOIL 	0
B21B	ROLLING OF METAL	0
B21C	MANUFACTURE OF METAL SHEETS  WIRE  RODS  TUBES  PROFILES OR LIKE SEMI-MANUFACTURED PRODUCTS OTHERWISE THAN BY ROLLING  AUXILIARY OPERATIONS USED IN CONNECTION WITH METAL-WORKING WITHOUT ESSENTIALLY REMOVING MATERIAL	0
B21D	WORKING OR PROCESSING OF SHEET METAL OR METAL TUBES  RODS OR PROFILES WITHOUT ESSENTIALLY REMOVING MATERIAL  PUNCHING METAL	0
B21F	WORKING OR PROCESSING OF METAL?WIRE	0
B21G	MAKING NEEDLES  PINS OR NAILS OF METAL	0
B21H	MAKING PARTICULAR METAL OBJECTS BY ROLLING  e.g. SCREWS  WHEELS  RINGS  BARRELS  BALLS	0
B21J	FORGING  HAMMERING  PRESSING METAL  RIVETING  FORGE FURNACES 	0
B21K	MAKING FORGED OR PRESSED METAL PRODUCTS  e.g. HORSE-SHOES  RIVETS  BOLTS OR WHEELS 	1
B21L	MAKING METAL CHAINS 	1
B22C	FOUNDRY MOULDING	1
B22D	CASTING OF METALS  CASTING OF OTHER SUBSTANCES BY THE SAME PROCESSES OR DEVICES 	1
B22F	WORKING METALLIC POWDER  MANUFACTURE OF ARTICLES FROM METALLIC POWDER  MAKING METALLIC POWDER   APPARATUS OR DEVICES SPECIALLY ADAPTED FOR METALLIC POWDER	1
B23B	TURNING  BORING	1
B23C	MILLING 	1
B23D	PLANING  SLOTTING  SHEARING  BROACHING  SAWING  FILING  SCRAPING  LIKE OPERATIONS FOR WORKING METAL BY REMOVING MATERIAL  NOT OTHERWISE PROVIDED FOR	1
B23F	MAKING GEARS OR TOOTHED RACKS 	0
B23G	THREAD CUTTING  WORKING OF SCREWS  BOLT HEADS OR NUTS  IN CONJUNCTION THEREWITH	0
B23H	WORKING OF METAL BY THE ACTION OF A HIGH CONCENTRATION OF ELECTRIC CURRENT ON A WORKPIECE USING AN ELECTRODE WHICH TAKES THE PLACE OF A TOOL  SUCH WORKING COMBINED WITH OTHER FORMS OF WORKING OF METAL	0
B23K	SOLDERING OR UNSOLDERING  WELDING  CLADDING OR PLATING BY SOLDERING OR WELDING  CUTTING BY APPLYING HEAT LOCALLY  e.g. FLAME CUTTING  WORKING BY LASER BEAM	0
B23P	METAL-WORKING NOT OTHERWISE PROVIDED FOR  COMBINED OPERATIONS  UNIVERSAL MACHINE TOOLS	0
B23Q	DETAILS  COMPONENTS  OR ACCESSORIES FOR MACHINE TOOLS  e.g. ARRANGEMENTS FOR COPYING OR CONTROLLING   MACHINE TOOLS IN GENERAL  CHARACTERISED BY THE CONSTRUCTION OF PARTICULAR DETAILS OR COMPONENTS  COMBINATIONS OR ASSOCIATIONS OF METAL-WORKING MACHINES  NOT DIRECTED TO A PARTICULAR RESULT	0
B24B	MACHINES  DEVICES  OR PROCESSES FOR GRINDING OR POLISHING  DRESSING OR CONDITIONING OF ABRADING SURFACES  FEEDING OF GRINDING  POLISHING  OR LAPPING AGENTS	0
B24C	ABRASIVE OR RELATED BLASTING WITH PARTICULATE MATERIAL	0
B24D	TOOLS FOR GRINDING  BUFFING OR SHARPENING	1
B25B	TOOLS OR BENCH DEVICES  FOR FASTENING  CONNECTING  DISENGAGING  OR HOLDING	0
B25C	HAND-HELD NAILING OR STAPLING TOOLS  MANUALLY-OPERATED PORTABLE STAPLING TOOLS	1
B25D	PERCUSSIVE TOOLS	0
B25F	COMBINATION OR MULTI-PURPOSE TOOLS NOT OTHERWISE PROVIDED FOR  DETAILS OR COMPONENTS OF PORTABLE POWER-DRIVEN TOOLS NOT PARTICULARLY RELATED TO THE OPERATIONS PERFORMED	1
B25G	HANDLES FOR HAND IMPLEMENTS	0
B25H	WORKSHOP EQUIPMENT  e.g. FOR MARKING-OUT WORK  STORAGE MEANS FOR WORKSHOPS	1
B25J	MANIPULATORS  CHAMBERS PROVIDED WITH MANIPULATION DEVICES	0
B26B	HAND-HELD CUTTING TOOLS	1
B26D	CUTTING  DETAILS COMMON TO MACHINES FOR?PERFORATING  PUNCHING  CUTTING-OUT ?STAMPING-OUT OR SEVERING 	1
B26F	PERFORATING  PUNCHING  CUTTING-OUT  STAMPING-OUT  SEVERING BY MEANS OTHER THAN CUTTING	1
B27B	SAWS FOR WOOD OR SIMILAR MATERIAL  COMPONENTS OR ACCESSORIES THEREFOR	0
B27C	PLANING  DRILLING  MILLING  TURNING OR UNIVERSAL MACHINES FOR WOOD OR SIMILAR MATERIAL?	0
B27D	WORKING VENEER OR PLYWOOD	0
B27F	DOVETAILED WORK  TENONS  SLOTTING MACHINES FOR WOOD OR SIMILAR MATERIAL  NAILING OR STAPLING MACHINES	0
B27G	ACCESSORY MACHINES OR APPARATUS FOR WORKING WOOD OR SIMILAR MATERIALS  TOOLS FOR WORKING WOOD OR SIMILAR MATERIALS  SAFETY DEVICES FOR WOOD WORKING MACHINES OR TOOLS	0
B27H	BENDING WOOD OR SIMILAR MATERIAL  COOPERAGE  MAKING WHEELS FROM WOOD OR SIMILAR MATERIAL	0
B27J	MECHANICAL WORKING OF CANE  CORK  OR SIMILAR MATERIALS	0
B27K	PROCESSES  APPARATUS OR SELECTION OF SUBSTANCES FOR IMPREGNATING  STAINING  DYEING OR BLEACHING OF WOOD  OR FOR?TREATING OF WOOD?WITH PERMEANT LIQUIDS  NOT OTHERWISE PROVIDED FOR  CHEMICAL OR PHYSICAL TREATMENT OF CORK  CANE  REED  STRAW OR SIMILAR MATERIALS	0
B27L	REMOVING BARK OR VESTIGES OF BRANCHES  SPLITTING WOOD  MANUFACTURE OF VENEER  WOODEN STICKS  WOOD SHAVINGS  WOOD FIBRES OR WOOD POWDER	0
B27M	WORKING OF WOOD MANUFACTURE OF SPECIFIC WOODEN ARTICLES	0
B27N	MANUFACTURE BY DRY PROCESSES OF ARTICLES  WITH OR WITHOUT ORGANIC BINDING AGENTS  MADE FROM PARTICLES OR FIBRES CONSISTING OF WOOD OR OTHER LIGNOCELLULOSIC OR LIKE ORGANIC MATERIAL	0
B28B	SHAPING CLAY OR OTHER CERAMIC COMPOSITIONS  SHAPING SLAG  SHAPING MIXTURES CONTAINING CEMENTITIOUS MATERIAL  e.g. PLASTER	1
B28C	PREPARING CLAY  PRODUCING MIXTURES CONTAINING CLAY OR CEMENTITIOUS MATERIAL  e.g. PLASTER 	1
B28D	WORKING STONE OR STONE-LIKE MATERIALS	1
B29B	PREPARATION OR PRETREATMENT OF THE MATERIAL TO BE SHAPED  MAKING GRANULES OR PREFORMS  RECOVERY OF PLASTICS OR OTHER CONSTITUENTS OF WASTE MATERIAL CONTAINING PLASTICS	1
B29C	SHAPING OR JOINING OF PLASTICS  SHAPING OF MATERIAL IN A PLASTIC STATE  AFTER-TREATMENT OF THE SHAPED PRODUCTS  e.g. REPAIRING	1
B29D	PRODUCING PARTICULAR ARTICLES FROM PLASTICS OR FROM SUBSTANCES IN A PLASTIC STATE	1
B29K	INDEXING SCHEME ASSOCIATED  RELATING TO MOULDING MATERIALS OR TO MATERIALS FOR REINFORCEMENTS  FILLERS OR PREFORMED PARTS  e.g. INSERTS	1
B29L	INDEXING SCHEME ASSOCIATED  RELATING TO PARTICULAR ARTICLES	1
B30B	PRESSES IN GENERAL  PRESSES NOT OTHERWISE PROVIDED FOR 	0
B31B	MAKING CONTAINERS OF PAPER  CARDBOARD OR MATERIAL WORKED IN A MANNER ANALOGOUS TO PAPER	0
B31C	MAKING WOUND ARTICLES  e.g. WOUND TUBES  OF PAPER  CARDBOARD OR MATERIAL WORKED IN A MANNER ANALOGOUS TO PAPER	0
B31D	MAKING ARTICLES OF PAPER  CARDBOARD OR MATERIAL WORKED IN A MANNER ANALOGOUS TO PAPER	0
B31F	MECHANICAL WORKING OR DEFORMATION OF PAPER  CARDBOARD OR MATERIAL WORKED IN A MANNER ANALOGOUS TO PAPER	0
B32B	LAYERED PRODUCTS  i.e. PRODUCTS BUILT-UP OF STRATA OF FLAT OR NON-FLAT  e.g. CELLULAR OR HONEYCOMB  FORM	0
B33Y	ADDITIVE MANUFACTURING  i.e. MANUFACTURING OF THREE-DIMENSIONAL [3D] OBJECTS BY ADDITIVE DEPOSITION  ADDITIVE AGGLOMERATION OR ADDITIVE LAYERING  e.g. BY 3D PRINTING  STEREOLITHOGRAPHY OR SELECTIVE LASER SINTERING	0
B41B	MACHINES OR ACCESSORIES FOR MAKING  SETTING  OR DISTRIBUTING TYPE  TYPE  PHOTOGRAPHIC OR PHOTOELECTRONIC COMPOSING DEVICES	0
B41C	PROCESSES FOR THE MANUFACTURE OR REPRODUCTION OF PRINTING SURFACES	1
B41D	APPARATUS FOR THE MECHANICAL REPRODUCTION OF PRINTING SURFACES FOR STEREOTYPE PRINTING  SHAPING ELASTIC OR DEFORMABLE MATERIAL TO FORM PRINTING SURFACES	0
B41F	PRINTING MACHINES OR PRESSES	1
B41G	APPARATUS FOR BRONZE PRINTING  LINE PRINTING  OR FOR BORDERING OR EDGING SHEETS OR LIKE ARTICLES  AUXILIARY APPARATUS FOR PERFORATING IN CONJUNCTION WITH PRINTING	0
B41J	TYPEWRITERS  SELECTIVE PRINTING MECHANISMS  i.e. MECHANISMS PRINTING OTHERWISE THAN FROM A FORME  CORRECTION OF TYPOGRAPHICAL ERRORS	1
B41K	STAMPS  STAMPING OR NUMBERING APPARATUS OR DEVICES	0
B41L	APPARATUS OR DEVICES FOR MANIFOLDING  DUPLICATING OR PRINTING FOR OFFICE OR OTHER COMMERCIAL PURPOSES  ADDRESSING MACHINES OR LIKE SERIES-PRINTING MACHINES 	1
B41M	PRINTING  DUPLICATING  MARKING  OR COPYING PROCESSES  COLOUR PRINTING	0
B41N	PRINTING PLATES OR FOILS  MATERIALS FOR SURFACES USED IN PRINTING MACHINES FOR PRINTING  INKING  DAMPING  OR THE LIKE  PREPARING SUCH SURFACES FOR USE OR CONSERVING THEM	1
B42B	PERMANENTLY ATTACHING TOGETHER SHEETS  QUIRES  OR SIGNATURES  OR PERMANENTLY ATTACHING OBJECTS THERETO	1
B42C	BOOKBINDING	1
B42D	BOOKS  BOOK COVERS  LOOSE LEAVES  PRINTED MATTER CHARACTERISED BY IDENTIFICATION OR SECURITY FEATURES  PRINTED MATTER OF SPECIAL FORMAT OR STYLE NOT OTHERWISE PROVIDED FOR  DEVICES FOR USE THEREWITH AND NOT OTHERWISE PROVIDED FOR  MOVABLE-STRIP WRITING OR READING APPARATUS	0
B42F	SHEETS TEMPORARILY ATTACHED TOGETHER  FILING APPLIANCES  FILE CARDS  INDEXING	0
B43K	IMPLEMENTS FOR WRITING OR DRAWING	0
B43L	ARTICLES FOR WRITING OR DRAWING UPON  ACCESSORIES FOR WRITING OR DRAWING	0
B43M	BUREAU ACCESSORIES 	0
B44B	MACHINES  APPARATUS OR TOOLS FOR ARTISTIC WORK  e.g. FOR SCULPTURING  GUILLOCHING  CARVING  BRANDING OR INLAYING	0
B44C	PRODUCING DECORATIVE EFFECTS  MOSAICS  TARSIA WORK  PAPERHANGING	0
B44D	PAINTING OR ARTISTIC DRAWING  PRESERVING PAINTINGS  SURFACE TREATMENT TO OBTAIN SPECIAL ARTISTIC SURFACE EFFECTS OR FINISHES	0
B44F	SPECIAL DESIGNS OR PICTURES	0
B60B	VEHICLE WHEELS   CASTORS  AXLES FOR WHEELS OR CASTORS  INCREASING WHEEL ADHESION	0
B60C	VEHICLE TYRES  TYRE INFLATION  TYRE CHANGING  CONNECTING VALVES TO INFLATABLE ELASTIC BODIES IN GENERAL  DEVICES OR ARRANGEMENTS RELATED TO TYRES	0
B60D	VEHICLE CONNECTIONS	1
B60F	VEHICLES FOR USE BOTH ON RAIL AND ON ROAD  VEHICLES CAPABLE OF TRAVELLING IN OR ON DIFFERENT MEDIA  e.g. AMPHIBIOUS?VEHICLES	1
B60G	VEHICLE SUSPENSION ARRANGEMENTS	1
B60H	ARRANGEMENTS OF HEATING  COOLING  VENTILATING OR OTHER AIR-TREATING DEVICES SPECIALLY ADAPTED FOR PASSENGER OR GOODS SPACES OF VEHICLES	1
B60J	WINDOWS  WINDSCREENS  NON-FIXED ROOFS  DOORS  OR SIMILAR DEVICES FOR VEHICLES  REMOVABLE EXTERNAL PROTECTIVE COVERINGS SPECIALLY ADAPTED FOR VEHICLES	1
B60K	ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES  ARRANGEMENT OR MOUNTING OF PLURAL DIVERSE PRIME-MOVERS IN VEHICLES  AUXILIARY DRIVES FOR VEHICLES  INSTRUMENTATION OR DASHBOARDS FOR VEHICLES  ARRANGEMENTS IN CONNECTION WITH COOLING  AIR INTAKE  GAS EXHAUST OR FUEL SUPPLY OF PROPULSION UNITS IN VEHICLES	1
B60L	PROPULSION OF ELECTRICALLY-PROPELLED VEHICLES  SUPPLYING ELECTRIC POWER FOR AUXILIARY EQUIPMENT OF ELECTRICALLY-PROPELLED VEHICLES  ELECTRODYNAMIC BRAKE SYSTEMS FOR VEHICLES IN GENERAL   MAGNETIC SUSPENSION OR LEVITATION FOR VEHICLES  MONITORING OPERATING VARIABLES OF ELECTRICALLY-PROPELLED VEHICLES  ELECTRIC SAFETY DEVICES FOR ELECTRICALLY-PROPELLED VEHICLES	1
B60M	POWER SUPPLY LINES  OR DEVICES ALONG RAILS  FOR ELECTRICALLY-PROPELLED VEHICLES	1
B60N	SEATS SPECIALLY ADAPTED FOR VEHICLES  VEHICLE PASSENGER ACCOMMODATION 	0
B60P	VEHICLES ADAPTED FOR LOAD TRANSPORTATION OR TO TRANSPORT  TO CARRY  OR TO COMPRISE SPECIAL LOADS OR OBJECTS	0
B60Q	ARRANGEMENT OF SIGNALLING OR LIGHTING DEVICES  THE MOUNTING OR SUPPORTING THEREOF OR CIRCUITS THEREFOR  FOR VEHICLES IN GENERAL	0
B60R	VEHICLES  VEHICLE FITTINGS  OR VEHICLE PARTS 	0
B60S	SERVICING  CLEANING  REPAIRING  SUPPORTING  LIFTING  OR MANOEUVRING OF VEHICLES 	0
B60T	VEHICLE BRAKE CONTROL SYSTEMS OR PARTS THEREOF  BRAKE CONTROL SYSTEMS OR PARTS THEREOF  IN GENERAL   ARRANGEMENT OF BRAKING ELEMENTS ON VEHICLES IN GENERAL  PORTABLE DEVICES FOR PREVENTING UNWANTED MOVEMENT OF VEHICLES  VEHICLE MODIFICATIONS TO FACILITATE COOLING OF BRAKES	0
B60V	AIR-CUSHION VEHICLES	0
